id,text,ground_truth,ground_truth_tr,category_id,category,difficulty,surface_tone,hard_case,viewpoint,annotation_note
PHRASE-0575,"Formel Kimya, 2026 ilk çeyrek döneminde net kârının %45 gerilediğini açıkladı ve yıl sonu satış hacmi beklentisini aşağı yönlü güncelledi.",negative,negatif,clear_earnings_warning,açık kâr düşüşü uyarısı,clear,negative_like,False,investor_impact,Kâr düşüşü ve aşağı yönlü beklenti revizyonu yatırımcı açısından açık negatiftir.
PHRASE-0576,"Rota Cam, 2026 ilk yarı faaliyet raporunu ve yatırımcı sunumunu kamuya açıkladı; mevcut beklentilerde değişiklik paylaşmadı.",neutral,nötr,routine_report_release,rutin rapor yayımlama,clear,procedural,False,investor_impact,Yeni value-relevant bilgi içermeyen rutin rapor yayımlama işlemi neutral kabul edilir.
PHRASE-0577,"Sera Ambalaj, Almanya pazarında 437 milyon TL tutarında 2 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.
PHRASE-0578,"Güney Perakende, portföy verimliliğini artırma süreci kapsamında Polonya pazarındaki 188 milyon TL tutarındaki ana dağıtım sözleşmesinin yenilenmediğini ve sipariş akışında zayıflama beklediğini açıkladı.",negative,negatif,hard_contract_loss,olumlu dille sözleşme kaybı,hard,positive_like,True,investor_impact,Yeniden dengeleme dili olumlu görünse de önemli sözleşme kaybı yatırımcı açısından negatiftir.
PHRASE-0579,"Bora Lojistik, portföy sadeleştirme programı kapsamında 80 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.
PHRASE-0580,"Rota Cam, Almanya pazarında 757 milyon TL tutarında 3 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.
PHRASE-0581,"Nova Sağlık, devam eden dava dosyasına ilişkin bir sonraki duruşmanın 7 Nisan 2026 tarihinde görüleceğini duyurdu ve finansal etkiye dair yeni bir gelişme paylaşmadı.",neutral,nötr,legal_process_update,finansal etkisiz hukuki süreç güncellemesi,clear,procedural,False,investor_impact,Finansal sonuç içermeyen dava süreci güncellemesi neutral kabul edilir.
PHRASE-0582,"Pera Yazılım, portföy verimliliğini artırma süreci kapsamında Polonya pazarındaki 1.047 milyon TL tutarındaki ana dağıtım sözleşmesinin yenilenmediğini ve sipariş akışında zayıflama beklediğini açıkladı.",negative,negatif,hard_contract_loss,olumlu dille sözleşme kaybı,hard,positive_like,True,investor_impact,Yeniden dengeleme dili olumlu görünse de önemli sözleşme kaybı yatırımcı açısından negatiftir.
PHRASE-0583,"Güney Perakende, İzmir tesisindeki üretimin denetim süreci nedeniyle geçici olarak durdurulduğunu ve 127 milyon TL idari para cezası için karşılık ayırdığını açıkladı.",negative,negatif,clear_production_halt,açık üretim duruşu ve ceza,clear,negative_like,False,investor_impact,Üretim kesintisi ve para cezası birlikte yatırımcı açısından açık negatif sinyaldir.
PHRASE-0584,"Kuzey Madencilik, portföy sadeleştirme programı kapsamında 143 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.
PHRASE-0585,"Orion Otomotiv, portföy verimliliğini artırma süreci kapsamında Mısır pazarındaki 1.231 milyon TL tutarındaki ana dağıtım sözleşmesinin yenilenmediğini ve sipariş akışında zayıflama beklediğini açıkladı.",negative,negatif,hard_contract_loss,olumlu dille sözleşme kaybı,hard,positive_like,True,investor_impact,Yeniden dengeleme dili olumlu görünse de önemli sözleşme kaybı yatırımcı açısından negatiftir.
PHRASE-0586,"Aksa Enerji, devam eden dava dosyasına ilişkin bir sonraki duruşmanın 5 Mayıs 2026 tarihinde görüleceğini duyurdu ve finansal etkiye dair yeni bir gelişme paylaşmadı.",neutral,nötr,legal_process_update,finansal etkisiz hukuki süreç güncellemesi,clear,procedural,False,investor_impact,Finansal sonuç içermeyen dava süreci güncellemesi neutral kabul edilir.
PHRASE-0587,"Sera Ambalaj, olağan genel kurul toplantısının 7 Nisan 2026 tarihinde yapılacağını ve gündem maddelerini kamuya açıkladı.",neutral,nötr,procedural_disclosure,prosedürel bildirim,clear,procedural,False,investor_impact,Prosedürel bildirim yatırımcı açısından doğrudan value-relevant pozitif ya da negatif etki taşımaz.
PHRASE-0588,"Aksa Enerji, portföy verimliliğini artırma süreci kapsamında Romanya pazarındaki 606 milyon TL tutarındaki ana dağıtım sözleşmesinin yenilenmediğini ve sipariş akışında zayıflama beklediğini açıkladı.",negative,negatif,hard_contract_loss,olumlu dille sözleşme kaybı,hard,positive_like,True,investor_impact,Yeniden dengeleme dili olumlu görünse de önemli sözleşme kaybı yatırımcı açısından negatiftir.
PHRASE-0589,"Eksen Teknoloji, hisse başına 3,05 TL nakit temettü dağıtacağını ve 388 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.
PHRASE-0590,"Lima Gayrimenkul, hisse başına 1,17 TL nakit temettü dağıtacağını ve 895 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.
PHRASE-0591,"Aksa Enerji, portföy sadeleştirme programı kapsamında 83 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.
PHRASE-0592,"Anatolia Gıda, Gaziantep bölgesindeki yatırım seçeneklerini değerlendirdiğini ancak proje için henüz bağlayıcı karar alınmadığını bildirdi.",neutral,nötr,non_binding_review,bağlayıcı olmayan değerlendirme,nuanced,neutral_like,False,investor_impact,Bağlayıcı karar ve net finansal etki olmadığı için yatırımcı açısından neutral kabul edilir.
PHRASE-0593,"Bora Lojistik, portföy sadeleştirme programı kapsamında 218 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.
PHRASE-0594,"Nova Sağlık, 2025 ilk çeyrek faaliyet raporunu ve yatırımcı sunumunu kamuya açıkladı; mevcut beklentilerde değişiklik paylaşmadı.",neutral,nötr,routine_report_release,rutin rapor yayımlama,clear,procedural,False,investor_impact,Yeni value-relevant bilgi içermeyen rutin rapor yayımlama işlemi neutral kabul edilir.
PHRASE-0595,"Trend Tarım, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 967 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 1,8x seviyesinden 2,8x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.
PHRASE-0596,"Hedef Savunma, mevcut kredi limitini 9 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.
PHRASE-0597,"Anatolia Gıda, finans direktörlüğüne Cem Arslan adlı yöneticinin atandığını duyurdu ve mevcut finansal beklentilerde herhangi bir değişiklik olmadığını belirtti.",neutral,nötr,management_change_no_impact,finansal etkisiz yönetim değişimi,clear,neutral_like,False,investor_impact,Yönetim değişimi tek başına ve finansal beklentiler değişmiyorsa neutral kabul edilir.
PHRASE-0598,"Hedef Savunma, hisse başına 2,88 TL nakit temettü dağıtacağını ve 689 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.
PHRASE-0599,"Sera Ambalaj, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 1.500 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 1,8x seviyesinden 3,0x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.
PHRASE-0600,"Hedef Savunma, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %77 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.
PHRASE-0601,"Vizyon Telekom, olağan genel kurul toplantısının 18 Nisan 2026 tarihinde yapılacağını ve gündem maddelerini kamuya açıkladı.",neutral,nötr,procedural_disclosure,prosedürel bildirim,clear,procedural,False,investor_impact,Prosedürel bildirim yatırımcı açısından doğrudan value-relevant pozitif ya da negatif etki taşımaz.
PHRASE-0602,"Güney Perakende, İtalya pazarında 1.083 milyon TL tutarında 2 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.
PHRASE-0603,"Nova Sağlık, 2025 ikinci çeyrek faaliyet raporunu ve yatırımcı sunumunu kamuya açıkladı; mevcut beklentilerde değişiklik paylaşmadı.",neutral,nötr,routine_report_release,rutin rapor yayımlama,clear,procedural,False,investor_impact,Yeni value-relevant bilgi içermeyen rutin rapor yayımlama işlemi neutral kabul edilir.
PHRASE-0604,"Aksa Enerji, mevcut kredi limitini 18 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.
PHRASE-0605,"Vizyon Telekom, 2025 ilk çeyrek döneminde net kârını %33 artırarak 240 milyon TL'ye çıkardı ve yıl sonu gelir beklentisini %15 yukarı revize etti.",positive,pozitif,clear_profit_growth,açık kâr artışı,clear,positive_like,False,investor_impact,Yatırımcı açısından net kâr artışı ve yukarı yönlü beklenti revizyonu açık pozitif değerdir.
PHRASE-0606,"Nova Sağlık, varlık satışı sonrasında net borcunu 1.038 milyon TL azalttı ve net borç/FAVÖK oranının 2,5x seviyesinden 2,1x seviyesine gerilediğini açıkladı.",positive,pozitif,clear_deleveraging,açık borçluluk azalması,clear,positive_like,False,investor_impact,Borçluluğun düşmesi ve kaldıraç oranındaki iyileşme yatırımcı açısından pozitiftir.
PHRASE-0607,"Delta Yatırım Holding, mevcut kredi limitini 12 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.
PHRASE-0608,"Hedef Savunma, portföy sadeleştirme programı kapsamında 106 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.
PHRASE-0609,"Hedef Savunma, 2025 ikinci çeyrek sonrasında bilanço dayanıklılığını korumak amacıyla bu yıl temettü dağıtmayacağını ve yatırım harcamalarının bir bölümünü sonraki döneme kaydıracağını duyurdu.",negative,negatif,hard_dividend_cut,olumlu dille temettü iptali,hard,positive_like,True,investor_impact,Koruyucu dil kullanılmasına rağmen temettü iptali ve harcama ertelemesi yatırımcı açısından negatiftir.
PHRASE-0610,"Eksen Teknoloji, Ankara tesisindeki yatırım sonrası üretim kapasitesini %32 artırdı ve ek kapasitenin ihracat gelirlerine katkı vermesini beklediğini duyurdu.",positive,pozitif,clear_capacity_expansion,açık kapasite artışı,clear,positive_like,False,investor_impact,Kapasite artışı ve buna bağlanan gelir beklentisi yatırımcı açısından pozitiftir.
PHRASE-0611,"Trend Tarım, olağan genel kurul toplantısının 5 Mayıs 2026 tarihinde yapılacağını ve gündem maddelerini kamuya açıkladı.",neutral,nötr,procedural_disclosure,prosedürel bildirim,clear,procedural,False,investor_impact,Prosedürel bildirim yatırımcı açısından doğrudan value-relevant pozitif ya da negatif etki taşımaz.
PHRASE-0612,"Trend Tarım, 2026 ilk çeyrek sonrasında dijital dönüşüm programının orta vadede verimliliği desteklemesini beklediğini ancak mevcut finansal beklentilerde değişiklik olmadığını belirtti.",neutral,nötr,vague_optimism,belirsiz kurumsal iyimserlik,nuanced,positive_like,False,investor_impact,"Belirsiz ve dolaylı kurumsal iyimserlik, açık finansal etki yoksa neutral etiketlenir."
PHRASE-0613,"Trend Tarım, devam eden dava dosyasına ilişkin bir sonraki duruşmanın 18 Nisan 2026 tarihinde görüleceğini duyurdu ve finansal etkiye dair yeni bir gelişme paylaşmadı.",neutral,nötr,legal_process_update,finansal etkisiz hukuki süreç güncellemesi,clear,procedural,False,investor_impact,Finansal sonuç içermeyen dava süreci güncellemesi neutral kabul edilir.
PHRASE-0614,"Hedef Savunma, varlık satışı sonrasında net borcunu 785 milyon TL azalttı ve net borç/FAVÖK oranının 2,0x seviyesinden 1,2x seviyesine gerilediğini açıkladı.",positive,pozitif,clear_deleveraging,açık borçluluk azalması,clear,positive_like,False,investor_impact,Borçluluğun düşmesi ve kaldıraç oranındaki iyileşme yatırımcı açısından pozitiftir.
PHRASE-0615,"Kuzey Madencilik, portföy verimliliğini artırma süreci kapsamında Mısır pazarındaki 1.373 milyon TL tutarındaki ana dağıtım sözleşmesinin yenilenmediğini ve sipariş akışında zayıflama beklediğini açıkladı.",negative,negatif,hard_contract_loss,olumlu dille sözleşme kaybı,hard,positive_like,True,investor_impact,Yeniden dengeleme dili olumlu görünse de önemli sözleşme kaybı yatırımcı açısından negatiftir.
PHRASE-0616,"Eksen Teknoloji, olağan genel kurul toplantısının 18 Nisan 2026 tarihinde yapılacağını ve gündem maddelerini kamuya açıkladı.",neutral,nötr,procedural_disclosure,prosedürel bildirim,clear,procedural,False,investor_impact,Prosedürel bildirim yatırımcı açısından doğrudan value-relevant pozitif ya da negatif etki taşımaz.
PHRASE-0617,"Lima Gayrimenkul, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 1.016 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 2,7x seviyesinden 4,1x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.
PHRASE-0618,"Kuzey Madencilik, ürün karmasındaki iyileşme sayesinde brüt kâr marjını %22,4 seviyesinden %32,5 seviyesine yükseltti ve operasyonel kârlılığın yılın kalanında korunacağını bildirdi.",positive,pozitif,clear_margin_improvement,açık marj iyileşmesi,clear,positive_like,False,investor_impact,Açık marj iyileşmesi ve korunacak kârlılık beklentisi yatırımcı açısından pozitiftir.
PHRASE-0619,"Pera Yazılım, mevcut kredi limitini 24 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.
PHRASE-0620,"Formel Kimya, hisse başına 4,22 TL nakit temettü dağıtacağını ve 601 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.
PHRASE-0621,"Aksa Enerji, olağan genel kurul toplantısının 14 Mayıs 2026 tarihinde yapılacağını ve gündem maddelerini kamuya açıkladı.",neutral,nötr,procedural_disclosure,prosedürel bildirim,clear,procedural,False,investor_impact,Prosedürel bildirim yatırımcı açısından doğrudan value-relevant pozitif ya da negatif etki taşımaz.
PHRASE-0622,"Mavi Makine, 2025 üçüncü çeyrek döneminde net kârını %31 artırarak 749 milyon TL'ye çıkardı ve yıl sonu gelir beklentisini %15 yukarı revize etti.",positive,pozitif,clear_profit_growth,açık kâr artışı,clear,positive_like,False,investor_impact,Yatırımcı açısından net kâr artışı ve yukarı yönlü beklenti revizyonu açık pozitif değerdir.
PHRASE-0623,"Formel Kimya, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 1.410 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 2,7x seviyesinden 4,0x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.
PHRASE-0624,"Trend Tarım, Polonya pazarında 297 milyon TL tutarında 5 yıllık satış sözleşmesi imzaladı; anlaşmanın gelecek 12 ay gelirlerine doğrudan katkı sağlaması bekleniyor.",positive,pozitif,clear_contract_gain,açık sözleşme kazanımı,clear,positive_like,False,investor_impact,Somut büyüklüğü olan yeni sözleşme yatırımcı açısından açık pozitif kabul edilir.
PHRASE-0625,"Pera Yazılım, finans direktörlüğüne Mert Sevinç adlı yöneticinin atandığını duyurdu ve mevcut finansal beklentilerde herhangi bir değişiklik olmadığını belirtti.",neutral,nötr,management_change_no_impact,finansal etkisiz yönetim değişimi,clear,neutral_like,False,investor_impact,Yönetim değişimi tek başına ve finansal beklentiler değişmiyorsa neutral kabul edilir.
PHRASE-0626,"Trend Tarım, devam eden dava dosyasına ilişkin bir sonraki duruşmanın 5 Mayıs 2026 tarihinde görüleceğini duyurdu ve finansal etkiye dair yeni bir gelişme paylaşmadı.",neutral,nötr,legal_process_update,finansal etkisiz hukuki süreç güncellemesi,clear,procedural,False,investor_impact,Finansal sonuç içermeyen dava süreci güncellemesi neutral kabul edilir.
PHRASE-0627,"Aksa Enerji, mevcut kredi limitini 12 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.
PHRASE-0628,"Anatolia Gıda, ürün karmasındaki iyileşme sayesinde brüt kâr marjını %16,6 seviyesinden %28,6 seviyesine yükseltti ve operasyonel kârlılığın yılın kalanında korunacağını bildirdi.",positive,pozitif,clear_margin_improvement,açık marj iyileşmesi,clear,positive_like,False,investor_impact,Açık marj iyileşmesi ve korunacak kârlılık beklentisi yatırımcı açısından pozitiftir.
PHRASE-0629,"Orion Otomotiv, Ankara bölgesindeki yatırım seçeneklerini değerlendirdiğini ancak proje için henüz bağlayıcı karar alınmadığını bildirdi.",neutral,nötr,non_binding_review,bağlayıcı olmayan değerlendirme,nuanced,neutral_like,False,investor_impact,Bağlayıcı karar ve net finansal etki olmadığı için yatırımcı açısından neutral kabul edilir.
PHRASE-0630,"Eksen Teknoloji, 2025 ikinci çeyrek faaliyet raporunu ve yatırımcı sunumunu kamuya açıkladı; mevcut beklentilerde değişiklik paylaşmadı.",neutral,nötr,routine_report_release,rutin rapor yayımlama,clear,procedural,False,investor_impact,Yeni value-relevant bilgi içermeyen rutin rapor yayımlama işlemi neutral kabul edilir.
PHRASE-0631,"Güney Perakende, 2025 ilk çeyrek sonrasında dijital dönüşüm programının orta vadede verimliliği desteklemesini beklediğini ancak mevcut finansal beklentilerde değişiklik olmadığını belirtti.",neutral,nötr,vague_optimism,belirsiz kurumsal iyimserlik,nuanced,positive_like,False,investor_impact,"Belirsiz ve dolaylı kurumsal iyimserlik, açık finansal etki yoksa neutral etiketlenir."
PHRASE-0632,"Rota Cam, olağan genel kurul toplantısının 18 Nisan 2026 tarihinde yapılacağını ve gündem maddelerini kamuya açıkladı.",neutral,nötr,procedural_disclosure,prosedürel bildirim,clear,procedural,False,investor_impact,Prosedürel bildirim yatırımcı açısından doğrudan value-relevant pozitif ya da negatif etki taşımaz.
PHRASE-0633,"Eksen Teknoloji, mevcut kredi limitini 24 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.
PHRASE-0634,"Bora Lojistik, sermaye yapısını güçlendirmek ve büyüme esnekliğini artırmak amacıyla %164 oranında bedelli sermaye artırımı planladığını duyurdu.",negative,negatif,hard_rights_issue,olumlu dille bedelli sermaye artırımı,hard,positive_like,True,investor_impact,Dil olumlu olsa da hissedar seyrelmesi yaratan bedelli sermaye artırımı yatırımcı açısından negatiftir.
PHRASE-0635,"Anatolia Gıda, portföy sadeleştirme programı kapsamında 151 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.
PHRASE-0636,"Rota Cam, 2025 ikinci çeyrek sonrasında bilanço dayanıklılığını korumak amacıyla bu yıl temettü dağıtmayacağını ve yatırım harcamalarının bir bölümünü sonraki döneme kaydıracağını duyurdu.",negative,negatif,hard_dividend_cut,olumlu dille temettü iptali,hard,positive_like,True,investor_impact,Koruyucu dil kullanılmasına rağmen temettü iptali ve harcama ertelemesi yatırımcı açısından negatiftir.
PHRASE-0637,"Nova Sağlık, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 1.205 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 1,7x seviyesinden 2,4x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.
PHRASE-0638,"Nova Sağlık, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 613 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 2,3x seviyesinden 3,5x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.
PHRASE-0639,"Nova Sağlık, Gaziantep tesisindeki üretimin denetim süreci nedeniyle geçici olarak durdurulduğunu ve 161 milyon TL idari para cezası için karşılık ayırdığını açıkladı.",negative,negatif,clear_production_halt,açık üretim duruşu ve ceza,clear,negative_like,False,investor_impact,Üretim kesintisi ve para cezası birlikte yatırımcı açısından açık negatif sinyaldir.
PHRASE-0640,"Nova Sağlık, mevcut kredi limitini 12 ay benzer vade ve maliyet koşullarıyla yenilediğini ve işlem nedeniyle kârlılık beklentilerinde değişiklik olmadığını açıkladı.",neutral,nötr,unchanged_financing_rollover,koşulları değişmeyen finansman yenilemesi,nuanced,neutral_like,False,investor_impact,Yeni değer yaratan veya bozan bir unsur içermeyen finansman yenilemesi neutral etiketlenir.
PHRASE-0641,"Vizyon Telekom, portföy sadeleştirme programı kapsamında 413 milyon TL stok ve varlık değer düşüklüğü gideri kaydettiğini açıkladı.",negative,negatif,hard_inventory_writeoff,olumlu dille değer düşüklüğü,hard,positive_like,True,investor_impact,Portföy sadeleştirme dili olumlu görünse de değer düşüklüğü gideri yatırımcı açısından negatiftir.
PHRASE-0642,"Sera Ambalaj, hisse başına 1,89 TL nakit temettü dağıtacağını ve 536 milyon TL tutarında pay geri alım programı başlatacağını açıkladı.",positive,pozitif,clear_shareholder_return,açık hissedar getirisi,clear,positive_like,False,investor_impact,Temettü ve geri alım birlikte yatırımcı açısından açık pozitif değer sinyali üretir.
PHRASE-0643,"Trend Tarım, bilanço esnekliğini korumak ve nakit yönetimini desteklemek amacıyla 890 milyon TL ek kısa vadeli kredi kullandı; net borç/FAVÖK oranı 1,6x seviyesinden 2,6x seviyesine yükseldi.",negative,negatif,hard_liquidity_pressure,olumlu dille likidite baskısı,hard,positive_like,True,investor_impact,Dil yapısı olumlu görünse de artan kısa vadeli borç ve kötüleşen kaldıraç oranı yatırımcı açısından negatiftir.
PHRASE-0644,"Kuzey Madencilik, ürün karmasındaki iyileşme sayesinde brüt kâr marjını %23,8 seviyesinden %27,6 seviyesine yükseltti ve operasyonel kârlılığın yılın kalanında korunacağını bildirdi.",positive,pozitif,clear_margin_improvement,açık marj iyileşmesi,clear,positive_like,False,investor_impact,Açık marj iyileşmesi ve korunacak kârlılık beklentisi yatırımcı açısından pozitiftir.
PHRASE-0645,"Hedef Savunma, 2025 yıl sonu sonrasında dijital dönüşüm programının orta vadede verimliliği desteklemesini beklediğini ancak mevcut finansal beklentilerde değişiklik olmadığını belirtti.",neutral,nötr,vague_optimism,belirsiz kurumsal iyimserlik,nuanced,positive_like,False,investor_impact,"Belirsiz ve dolaylı kurumsal iyimserlik, açık finansal etki yoksa neutral etiketlenir."
PHRASE-0646,"Eksen Teknoloji, devam eden dava dosyasına ilişkin bir sonraki duruşmanın 7 Nisan 2026 tarihinde görüleceğini duyurdu ve finansal etkiye dair yeni bir gelişme paylaşmadı.",neutral,nötr,legal_process_update,finansal etkisiz hukuki süreç güncellemesi,clear,procedural,False,investor_impact,Finansal sonuç içermeyen dava süreci güncellemesi neutral kabul edilir.
PHRASE-0647,"Trend Tarım, 2025 üçüncü çeyrek sonuçlarının ardından uzun vadeli kredi notunun yükseltildiğini ve finansman maliyetlerinde iyileşme beklediğini açıkladı.",positive,pozitif,clear_rating_upgrade,açık kredi notu iyileşmesi,nuanced,positive_like,False,investor_impact,Kredi notu artışı ve daha düşük finansman maliyeti beklentisi yatırımcı açısından pozitiftir.
